Directors,Title
Shaad Ali,3
Shady Srour,1
Shakun Batra,2
Shamim Sarif,1
Shan Hua,1
Shana Betz,1
Shana Feste,1
Shane Abbess,2
Shane Acker,1
Shane Black,2
Shane Meadows,2
Shane O'Sullivan,1
Shanker Raman,1
"Shannon Service,Jeffrey Waldron",1
Sharat Katariya,1
"Shari Springer Berman,Robert Pulcini",1
Sharon Maguire,1
Shashank Khaitan,1
Shashanka Ghosh,1
Shaul Schwarz,1
Shawn Christensen,1
Shawn Ku,1
Shawn Levy,1
Shekhar Kapur,3
Sheldon Lettich,1
"Shelley Lee Davies,Or Shlomi",1
Shelly Chopra Dhar,1
Shigehiro Ozawa,1
Shimit Amin,2
Shin-yeon Won,1
Shira Piven,1
Shivam Nair,1
Shlok Sharma,1
Shola Lynch,1
Shonali Bose,1
"Shonali Bose,Nilesh Maniyar",1
Shree Narayan Singh,1
Shreyas Talpade,1
Shrihari Sathe,1
Sian Heder,1
Sias Wilson,1
Sid Bennett,1
Siddharth Anand,3
Siddharth Malhotra,1
"Sierra Pettengill,Pacho Velez",1
Siew Hua Yeo,1
Silvio Soldini,1
Simeon Halligan,1
Simon Aboud,1
Simon Baker,1
Simon Curtis,1
Simon Fellows,1
Simon Fitzmaurice,1
"Simon J. Smith,Steve Hickner",1
Simon Kaijser,1
Simon Langton,1
Simon Lavoie,1
Simon Pummell,1
Simon Rumley,1
Simon Verhoeven,1
Simon Wells,2
Simon West,2
Simon Wincer,6
"Sin-Hang Chiu,Pak-Wing Yan",1
Sion Sono,2
Skye Borgman,1
Slava Tsukerman,1
So Yong Kim,2
Sofia Coppola,3
Soi Cheang,1
Sol Tryon,1
Sonia Kennebeck,1
Sooraj R. Barjatya,1
Sophia Takal,1
Sophie Barthes,1
Sophie Fiennes,1
Sophie Hyde,1
Sophie Laloy,1
Spike Jonze,2
Spike Lee,7
"Spike Lee,Danya Taymor",1
Sprague Theobald,1
Srijit Mukherji,1
Stacie Passon,1
Stacy Peralta,2
Stacy Title,1
Stan Dragoti,2
Stan Lathan,1
Stanley Donen,3
Stanley J. Orzel,1
Stanley Kramer,2
Stanley Kubrick,1
Stanley Nelson,1
"Stefan Avalos,Lance Weiler",1
Stefan Schwartz,1
Stefon Bristol,1
Stephan Littger,1
Stephan Rick,1
Stephanie Laing,1
"Stephanie Soechtig,Jeremy Seifert",1
Stephen Bradley,1
Stephen Chbosky,1
Stephen Chiodo,1
Stephen Chow,1
Stephen Cognetti,1
Stephen Cone,2
Stephen Daldry,1
"Stephen Daldry,Christian Duurvoort",1
Stephen Frears,2
Stephen Fung,2
Stephen Gyllenhaal,3
Stephen Herek,1
Stephen J. Anderson,1
Stephen Kessler,1
Stephen Kijak,1
Stephen Lance,1
Stephen Merchant,1
Stephen Norrington,1
"Stephen Shin,Michael Parker",1
Stephen Sommers,2
Stephen Surjik,1
Stephen Vittoria,1
Sterlin Harjo,1
Stevan Mena,1
Steve Antin,1
Steve Boyum,1
Steve Buscemi,3
Steve Carr,2
Steve Carver,2
Steve Hoover,1
"Steve Jones,Todd Jones",1
Steve Loter,1
"Steve Loter,Victor Cook,Steve Loter,Don MacKinnon,Lisa Schaffer",1
Steve McLean,1
Steve Miner,2
Steve Race,1
"Steve Read,Rob Alexander",1
Steve Reeves,1
"Steve Sekely,Freddie Francis",1
Steve Trenbirth,1
"Steven Bognar,Julia Reichert",1
Steven Brill,4
"Steven Brill,Nicholaus Goossen",1
Steven C. Miller,2
Steven Caple Jr.,1
Steven Chester Prince,1
Steven Gomez,1
Steven Greenstreet,1
Steven K. Tsuchida,1
Steven Knight,2
Steven Kostanski,1
Steven Luke,1
Steven Okazaki,1
Steven Quale,1
Steven R. Monroe,2
Steven Soderbergh,7
Steven Spielberg,9
Steven-Charles Jaffe,1
Stewart Raffill,1
Stewart Schill,1
Stewart Sparke,1
Stewart Thorndike,1
"Stig Bergqvist,Paul Demeyer",1
Storm Ashwood,1
Storm Saulter,1
Stuart Beattie,2
Stuart Gillard,2
Stuart Gordon,1
Stuart Hazeldine,1
Stuart McDonald,1
Stuart Townsend,1
Stuart Zicherman,1
Sturla Gunnarsson,2
"Stéphane Aubier,Vincent Patar",1
"Stéphane Aubier,Vincent Patar,Benjamin Renner",1
Sue Brooks,1
Sujoy Ghosh,1
Sunao Katabuchi,1
Sung-hee Jo,1
Sung-hoon Kim,1
Sung-hyun Yoon,1
Sung-su Kim,1
Suresh Triveni,1
Suri Krishnamma,1
Susan Dynner,1
Susan Johnson,2
Susan Kucera,1
Susan Morgan Cooper,1
Susan Seidelman,1
Susan Walter,1
Susanna Fogel,1
Susanna Nicchiarelli,1
Susanna White,1
Susanne Bier,2
Suzi Ewing,1
Suzi Yoonessi,2
Sydney Freeland,1
Sydney Pollack,1
Sylvain White,1
Tad Stones,1
Taika Waititi,2
Takashi Miike,5
"Tal Granit,Sharon Maymon",1
Talal Derki,1
"Tamar Halpern,Chris Quilty",1
Tamara Jenkins,2
"Tamara Kotevska,Ljubomir Stefanov",1
Tamas Yvan Topolanszky,1
Tamra Davis,2
Tanuj Bhramar,1
Tanuja Chandra,1
Tarsem Singh,2
Taryn Brumfitt,1
Taylor Hackford,1
Taylor Ri'chard,1
"Ted Berman,Richard Rich",1
"Ted Berman,Richard Rich,Art Stevens,David Hand,Wolfgang Reitherman",1
Ted Braun,1
Ted Demme,1
Ted Emery,1
Ted Geoghegan,2
Ted Kotcheff,2
Ted Tetzlaff,1
Ted V. Mikels,1
Teddy Chan,2
Teddy Lussi-Modeste,1
Teemu Nikki,1
Terence Davies,1
Terence Fisher,2
Terence Young,1
Terrence Malick,2
Terry Gilliam,2
"Terry Gilliam,Terry Jones",1
Terry Jones,2
Terry Zwigoff,1
Tetsuo Yajima,1
Theo Love,1
Theodore Thomas,1
Theresa Bennett,1
Thierry Binisti,1
Thierry de Peretti,1
Thom Fitzgerald,2
Thom Zimny,1
"Thomas Ashley,Steven Stockage",1
"Thomas Beatty,Rebecca Fishman",1
Thomas Bezucha,1
Thomas J. Wright,1
Thomas Napper,1
Thomas Riedelsheimer,2
Thomas Stuber,1
Thomas Vinterberg,1
Thomas Whelan,1
Thor Freudenthal,1
"Thurop Van Orman,John Rice",1
Ti West,1
Tian-Ming Wu,1
Tiffany Bartok,1
Tiller Russell,1
Tim Burton,4
"Tim Burton,Mike Johnson",1
Tim Chambers,1
Tim Fywell,2
"Tim Golden,Ross McDonnell",1
Tim Hill,1
Tim Hunter,2
Tim K. Smith,1
Tim Kirkby,1
Tim Kirkman,1
Tim McCann,1
Tim Reis,1
Tim Robbins,1
Tim Roth,1
Tim Wardle,1
Timo Tjahjanto,2
Timo Vuorensola,1
Timothy A. Chey,1
Timothy Greenfield-Sanders,1
Timothy Hutton,1
Timothy Linh Bui,1
Timothy Woodward Jr.,1
"Tina Mascara,Guido Santi",1
Tinge Krishnan,1
Tinto Brass,1
Tjebbo Penning,1
Toa Fraser,1
"Toby Genkel,Sean McCormack",1
"Toby Shelton,Tad Stones,Alan Zaslove",1
Tod Williams,1
Todd Berger,2
Todd Douglas Miller,1
Todd Haynes,1
Todd Holland,1
Todd Louiso,1
Todd Sklar,1
"Todd Soliday,Leah Warshawski",1
Todd Solondz,1
Tom Berry,1
Tom Dey,1
Tom Donahue,1
"Tom Ellery,Bradley Raymond",1
Tom Ford,1
Tom Graeff,1
Tom Green,1
Tom Hammock,1
Tom Harper,2
Tom Holland,1
Tom Hooper,3
"Tom Kingsley,Will Sharpe",1
Tom Konkle,1
Tom Mankiewicz,1
Tom McCarthy,1
Tom McGrath,1
Tom McLoughlin,1
Tom Moore,1
Tom Nagel,1
Tom Reeve,1
Tom Shadyac,3
"Tom Stern,Alex Winter",1
Tom Stoppard,1
Tom Vaughan,2
Tomas Alfredson,3
Tomm Moore,1
Tommy Avallone,1
Tommy Bertelsen,1
"Tommy Haines,Andrew Sherburne",1
Tommy O'Haver,3
Tommy Stovall,1
Tommy Wirkola,2
Tomohiko Itô,1
Tonino Valerii,1
Tonislav Hristov,1
"Tono Errando,Javier Mariscal,Fernando Trueba",1
Tony Ayres,1
Tony Bill,1
"Tony Craig,Roberts Gannaway",2
Tony D'Aquino,1
Tony Elliott,1
Tony Giglio,1
Tony McNamara,2
Tony Randel,1
Tony Scott,2
Tony Zierra,1
Tope Oshin,1
Travis Knight,1
Travis Mills,1
Travis Stevens,1
Trent Haaga,1
Treva Wurmfeld,1
Trevor Nunn,1
Trevor White,1
Trey Edward Shults,2
Trisha Ziff,1
Tristan Ferland Milewski,1
Tristan Loraine,1
Tristan Patterson,1
Troy Duffy,1
Troy Nixey,1
Tucia Lyman,1
Tyler MacIntyre,1
"Tyler Measom,Jennilyn Merten",1
"Tyler Measom,Justin Weinstein",1
Tyler Perry,6
Tyler Shields,1
Udayan Prasad,1
Uli Edel,1
Ulli Lommel,1
Ulu Grosbard,1
Umberto Lenzi,1
Umesh Shukla,1
Urszula Antoniak,1
Uwe Boll,3
V. Scott Balcerek,1
"Vadim Jean,Gary Sinyor",1
Vadim Perelman,1
Valerie Weiss,1
Valeska Grisebach,1
Vandana Kataria,1
Vanessa Parise,1
"Vanessa Roth,Brian McGinn",1
Vaughan Sivell,1
Ventura Pons,1
Vic Armstrong,1
Vic Sarin,1
Vicente Amorim,1
"Vicente Amorim,Guillermo Arriaga,Stephan Elliott,Sang-soo Im,Nadine Labaki,Fernando Meirelles,José Padilha,Carlos Saldanha,Paolo Sorrentino,John Turturro,Andrucha Waddington,César Charlone",1
Vicente Aranda,1
Vicki Vasilopoulos,1
Vicky Jewson,1
Victor Halperin,1
Victor Levin,1
Victor Mathieu,1
Victor Mignatti,1
Victor Nunez,1
Victor Quinaz,1
Victor Salva,1
Victor Schertzinger,1
Victor Zarcoff,1
Victoria Negri,1
Viet Nguyen,1
Vijay Krishna Acharya,1
Vijay Lalwani,1
Vikas Bahl,1
Vikramaditya Motwane,1
Vin Diesel,1
Vince Gilligan,1
Vince Marcello,1
Vincent D'Onofrio,1
Vincent Grashaw,1
"Vincent Kesteloot,Ben Stassen,Mimi Maynard",1
Vincent Lambe,1
Vincent McEveety,3
Vincent Perez,1
Vincent Sherman,1
Vincent Soberano,1
Vincent Woods,1
Vincente Minnelli,1
Vincenzo Natali,1
Vinil Mathew,1
Violeta Ayala,1
Virginia Gilbert,1
Vishal Bhardwaj,3
Vishal Mishra,1
Vito Rocco,1
Vittorio De Sica,3
Vivek Sharma,1
Vivi Friedman,1
Vivian Qu,1
Vladan Nikolic,1
Volker Schlöndorff,3
"Waad Al-Kateab,Edward Watts",1
Wade Gasque,1
Walerian Borowczyk,1
Wallace Fox,1
Wallace Wolodarsky,1
Wally Pfister,1
Walter Grauman,1
Walter Hill,7
"Walter Lang,William A. Seiter",1
Walter Murch,1
Walter Salles,1
Warren Beatty,2
Warren P. Sonoda,1
Warwick Thornton,1
Wash Westmoreland,2
Wayne Blair,1
Wayne Kramer,1
Wayne Roberts,1
Wayne Wang,1
Wei Lo,1
Wei-Hao Cheng,1
Wendy Jo Cohen,1
Werner Herzog,7
"Werner Herzog,André Singer",1
Wes Craven,2
Whit Stillman,1
Whitney Cummings,1
Whitney Smith,1
"Wilfred Jackson,Jack Kinney,Hamilton Luske,Bill Roberts,Norman Ferguson",1
Will Allen,1
"Will Becher,Richard Phelan",2
Will Canon,1
"Will Finn,Daniel St. Pierre",1
"Will Finn,John Sanford",1
"Will Lovelace,Dylan Southern",1
Will Wallace,1
William A. Wellman,2
William Asher,1
William Beaudine,2
William Bindley,1
William Brent Bell,2
William Castle,1
"William Cottrell,David Hand,Wilfred Jackson,Larry Morey,Perce Pearce,Ben Sharpsteen",1
William Dear,1
William Dieterle,1
William E. Badgley,1
William Eubank,1
William Friedkin,3
William Gazecki,2
William H. Macy,1
"William Karel,Livia Manera",1
"William L. Nolte,Ralph Cooper",1
William Lustig,1
William Malone,1
William Olsson,1
William Peter Blatty,2
William Richert,1
William Sachs,1
William Shatner,1
William Wyler,3
Wilson Coneybeare,1
Wilson Yip,3
Wim Wenders,2
Wolfgang Petersen,2
Wolfgang Reitherman,1
"Wolfgang Reitherman,Clyde Geronimi,David Hand",1
Woo-Ping Yuen,4
Woo-Suk Kang,2
Woody Allen,2
Woody Harrelson,1
Xander Robin,1
Xavier Dolan,1
Xavier Manrique,1
Xiaolu Xue,1
Xiaoshuai Wang,1
Xiaozhi Rao,1
Yan England,1
Yance Ford,1
Yaron Zilberman,1
Yash Chopra,1
Yedidya Gorsetman,1
Yimou Zhang,2
"Yimou Zhang,Fengliang Yang",1
Yong-hwa Kim,1
Yony Leyser,1
Yorgos Lanthimos,2
York Alec Shackleton,1
Yoshiaki Kawajiri,1
Young-seok Noh,1
Yusry Abd Halim,1
Yves Montmayeur,1
Zach Braff,1
Zach Golden,1
"Zach Lipovsky,Adam B. Stein",1
"Zachary Cotler,Magdalena Zyzak",1
Zachary Donohue,1
Zachary Heinzerling,1
Zack Parker,1
Zack Whedon,1
"Zackary Canepari,Drea Cooper",1
Zak Bagans,1
Zak Hilditch,3
Zeki Demirkubuz,1
Zhangke Jia,1
Ziad Doueiri,1
Zoya Akhtar,3
Álex de la Iglesia,1
Álvaro Brechner,1
Árpád Sopsits,1
"Çetin Inanç,Robert Aldrich,Bert I. Gordon",1
Émile Gaudreault,1
Óskar Thór Axelsson,1
